Study_Hours_per_Week;Preferred_Learning_Style;Online_Courses_Completed;Participation_in_Discussions;Assignment_Completion_Rate (%);Attendance_Rate (%);Use_of_Educational_Tech;Self_Reported_Stress_Level;Time_Spent_on_Social_Media (hours/week);Sleep_Hours_per_Night;Final_Grade
2;2;13;1;68;89;0;1;15;5;1
3;3;12;0;54;73;1;1;22;8;0
3;3;11;1;77;75;1;1;22;6;2
3;2;15;1;56;51;1;1;30;9;0
3;0;20;1;69;51;1;2;8;4;3
2;1;9;0;92;89;0;2;25;5;1
1;2;13;1;93;64;1;1;21;7;2
3;0;5;0;96;88;0;2;6;8;2
2;2;4;0;99;95;1;0;0;4;0
3;1;8;0;88;87;1;2;24;9;2
3;1;3;1;98;81;0;0;8;7;1
3;3;16;1;56;60;0;0;23;4;0
1;2;4;0;91;65;0;0;20;6;1
3;2;8;1;92;60;0;1;3;8;2
3;1;18;0;84;99;1;2;27;8;2
1;3;1;1;87;69;1;2;5;6;0
1;0;8;1;76;86;0;2;22;8;3
3;1;6;0;54;82;1;2;8;6;0
3;3;14;1;59;62;1;1;5;5;2
3;0;1;1;96;84;1;2;28;8;0
1;2;5;0;61;77;0;1;17;8;2
2;3;2;1;76;76;1;0;13;8;2
3;0;10;0;83;98;1;0;8;9;0
3;0;20;0;64;85;1;0;1;5;2
3;3;6;1;92;76;1;1;1;7;0
1;1;3;1;96;81;1;1;25;4;3
3;1;6;1;52;91;1;1;12;9;0
3;3;18;1;56;72;1;2;18;9;3
2;3;16;0;81;100;0;2;3;10;2
2;2;9;0;74;92;0;2;27;4;2
3;1;7;0;87;81;1;2;24;4;2
3;1;19;1;98;83;1;1;9;4;0
2;1;18;1;78;58;0;1;17;8;3
1;2;2;1;55;52;1;2;11;8;3
1;0;0;1;61;62;0;0;26;4;2
3;2;14;1;55;92;0;0;21;4;2
2;0;16;1;90;66;1;2;22;5;2
3;1;14;0;78;68;1;2;13;5;3
3;3;5;1;76;77;0;1;22;7;0
1;3;2;0;66;96;0;1;21;5;2
3;1;16;1;75;84;0;1;16;6;0
1;0;10;1;62;53;1;2;6;4;1
3;0;4;1;62;73;0;1;30;6;3
3;2;2;0;63;69;1;2;25;10;3
2;3;10;1;89;62;0;2;16;7;2
3;3;5;1;69;56;1;1;1;8;1
1;0;15;1;82;52;1;2;16;8;2
1;1;9;0;90;79;1;1;3;8;0
2;2;15;1;52;60;1;1;6;7;0
3;1;2;1;88;91;1;1;23;10;0
3;1;13;1;80;77;1;1;2;9;2
3;3;5;0;93;81;1;1;3;6;1
3;1;20;1;74;65;1;2;13;9;0
3;1;4;0;57;67;0;0;6;7;1
3;2;8;1;68;52;0;1;25;10;3
2;1;11;1;81;81;1;0;17;4;1
2;1;14;0;79;82;0;0;15;5;1
3;2;0;1;88;94;1;1;11;7;1
3;1;12;0;60;62;0;2;28;8;1
2;0;18;1;87;59;1;1;11;7;3
1;2;18;1;50;52;1;1;4;9;1
2;0;6;1;84;93;1;2;12;9;3
2;2;7;1;84;76;0;2;1;7;3
3;1;18;1;95;80;1;1;24;8;1
2;2;5;0;78;88;0;2;9;10;2
1;2;10;0;62;82;0;2;7;7;1
2;0;4;1;69;81;0;1;20;8;1
3;1;4;1;59;88;0;1;19;5;2
1;3;11;0;77;86;1;0;24;8;2
2;3;12;1;55;87;1;1;30;6;0
3;1;2;1;58;55;1;2;19;4;3
3;0;17;1;62;79;0;0;3;8;3
1;0;10;1;83;87;1;2;21;4;0
2;2;10;1;93;92;0;1;18;10;1
3;1;1;1;90;78;0;2;6;10;3
2;1;17;0;77;57;0;2;4;5;3
2;3;5;1;55;59;1;2;4;6;2
2;2;7;1;71;50;0;1;27;8;3
2;1;16;1;69;85;1;1;16;8;1
2;2;20;1;93;50;1;1;4;9;0
2;2;15;1;74;72;1;2;9;7;1
1;1;17;1;60;69;1;0;24;8;2
3;3;18;1;82;60;1;1;26;7;0
1;0;6;1;56;72;1;1;15;10;1
3;2;8;1;63;52;0;1;8;4;0
3;1;11;1;56;90;0;1;29;8;3
1;3;1;1;91;51;0;1;17;8;0
2;2;16;1;89;58;1;2;6;4;3
3;1;13;1;59;57;0;2;24;10;2
3;2;0;1;56;72;0;1;4;10;1
2;3;9;0;88;52;1;1;20;4;2
3;1;13;0;53;90;1;2;26;5;0
1;0;11;1;65;75;0;1;17;5;2
3;0;19;1;52;58;1;0;18;4;2
2;3;2;1;100;70;0;1;3;7;1
2;2;12;1;99;66;1;1;25;5;0
2;0;1;0;59;98;1;0;16;10;0
3;3;6;0;53;95;1;1;9;5;2
3;1;5;0;78;62;0;2;6;8;3
3;2;9;1;63;70;1;1;6;5;1
1;0;10;1;63;93;0;1;30;6;1
1;3;8;1;63;84;1;2;10;9;0
3;0;13;1;93;89;0;2;26;8;1
1;0;6;1;67;92;1;0;28;5;3
3;2;10;1;88;67;0;2;29;10;3
3;3;13;1;74;62;1;0;13;8;2
3;2;4;1;80;96;0;1;5;5;3
3;2;20;1;91;95;0;2;20;9;1
1;3;2;1;73;69;0;1;20;8;2
3;3;4;1;86;96;1;0;17;10;0
1;0;2;0;91;67;1;1;1;7;1
2;1;12;1;50;53;0;1;2;8;0
3;1;2;1;63;64;1;1;23;7;2
3;2;1;0;85;96;1;1;16;7;1
1;0;4;0;64;81;0;1;29;7;1
1;2;15;0;73;66;1;1;2;8;3
3;3;8;1;56;60;1;2;21;9;0
2;0;13;1;86;66;1;0;17;4;3
2;1;0;1;97;87;1;1;12;4;0
1;1;16;1;78;81;1;2;11;5;1
2;2;5;0;79;76;1;1;5;7;0
1;2;2;0;86;76;0;2;30;5;0
1;3;19;1;74;95;1;0;4;5;3
2;2;0;0;56;55;1;0;30;9;1
3;0;1;0;86;86;1;1;15;4;2
2;3;12;1;92;90;0;1;14;9;3
1;0;1;1;94;81;0;0;24;6;3
1;2;14;1;92;83;1;1;3;7;0
3;3;7;1;73;84;1;0;22;7;0
2;0;15;1;81;96;0;0;2;9;2
2;2;14;0;60;94;1;1;8;10;2
2;0;2;1;56;75;1;1;11;10;2
2;0;16;0;85;81;1;0;4;10;2
2;0;18;0;73;72;1;2;4;6;2
3;3;20;1;63;78;0;2;1;10;3
3;2;20;1;59;72;1;1;18;8;2
3;0;4;0;65;64;0;0;25;4;1
2;0;3;1;89;88;1;1;1;10;0
3;3;17;1;87;100;1;2;22;7;0
2;3;17;1;61;71;1;1;8;4;0
1;2;1;1;93;59;1;1;1;6;3
3;1;14;1;56;89;1;2;23;5;1
1;2;18;0;50;54;1;2;28;7;1
2;3;1;0;61;51;0;2;5;8;2
3;2;0;1;92;90;1;2;15;8;2
3;1;5;1;69;68;1;2;20;6;2
2;1;9;1;84;80;1;2;23;8;2
3;3;6;1;73;76;0;1;12;7;3
2;0;20;0;53;97;1;2;6;10;0
2;1;19;0;81;94;1;0;11;8;0
3;2;19;1;83;72;1;0;28;7;1
1;1;5;1;97;58;1;0;26;6;0
3;1;3;0;95;55;1;1;1;5;1
1;2;14;1;89;76;0;1;29;5;2
2;3;20;0;52;93;0;0;28;9;0
2;0;19;0;73;55;0;1;26;8;0
3;2;19;1;61;96;1;1;24;9;3
1;0;7;0;63;74;0;1;17;4;1
3;0;20;0;88;55;1;2;23;6;2
1;3;20;1;63;97;1;2;2;9;3
2;1;18;0;78;93;1;2;7;10;2
1;1;12;1;85;78;1;2;7;10;0
3;0;1;1;90;53;1;2;11;9;0
2;3;9;1;59;79;0;1;25;6;1
1;3;6;0;76;74;1;1;22;9;3
2;2;15;0;74;88;1;1;29;6;2
3;1;10;0;85;61;0;2;25;5;3
1;0;12;0;78;74;1;1;22;4;2
1;1;16;1;51;89;1;1;29;5;3
3;2;16;0;89;92;1;1;5;6;1
1;0;14;1;77;55;0;2;6;6;1
1;2;18;1;56;58;0;2;23;5;0
3;1;13;0;76;84;1;0;17;6;3
1;1;12;1;55;81;0;1;7;9;1
2;1;5;1;90;81;1;1;23;8;3
1;1;7;1;92;68;0;1;25;5;3
1;2;10;1;79;100;1;2;29;9;2
2;2;2;1;67;96;1;0;23;10;2
2;1;2;1;55;96;0;0;5;4;2
2;2;6;0;92;91;0;1;16;7;0
3;0;12;1;75;87;1;0;10;5;2
3;0;16;1;55;84;1;2;4;7;2
1;0;14;1;54;51;1;1;2;6;3
3;2;0;0;88;72;1;1;5;7;1
2;1;18;1;52;80;1;1;28;4;3
2;3;2;1;100;58;1;1;28;10;1
3;3;9;0;71;50;1;0;24;8;0
2;3;6;0;89;58;0;0;13;9;3
2;2;12;1;99;76;1;0;19;4;0
2;1;18;0;76;59;0;2;15;7;0
3;3;8;0;67;67;1;0;17;4;0
2;1;1;1;90;64;1;1;26;6;3
3;0;4;1;73;76;1;1;14;4;0
3;2;5;0;61;96;0;2;26;6;1
1;0;20;0;56;51;1;0;30;8;0
3;2;10;0;51;69;1;0;10;9;2
1;0;16;1;56;69;0;2;10;10;2
3;2;12;0;76;98;1;0;1;8;3
3;3;16;0;100;51;0;1;10;8;2
2;1;20;0;82;97;1;1;13;10;0
3;2;19;1;57;85;1;2;4;5;0
2;1;16;1;86;92;0;2;29;8;0
2;2;15;1;75;79;0;2;24;5;2
2;3;0;1;82;67;0;2;17;7;0
3;0;15;1;92;89;1;1;19;9;1
3;0;4;0;96;75;1;1;27;7;2
2;3;1;1;72;62;1;1;6;9;1
3;1;11;1;59;68;1;1;12;6;2
1;2;10;1;51;88;0;0;20;4;2
1;1;19;1;99;76;1;1;27;10;1
3;0;1;1;53;96;1;1;24;9;1
3;3;7;1;99;96;1;2;0;9;2
2;0;14;0;86;53;1;2;28;10;1
3;2;12;0;99;57;0;1;29;9;2
3;3;20;0;94;89;1;2;0;10;1
1;1;6;1;65;95;0;0;20;5;3
2;1;2;0;56;62;1;2;22;9;1
3;2;17;1;89;89;1;1;7;10;0
3;3;15;1;80;52;1;1;3;8;2
2;0;2;1;89;56;1;2;2;4;1
1;1;17;1;92;66;1;1;15;6;0
1;0;19;0;95;88;0;0;16;4;0
2;2;13;1;100;92;1;0;18;10;2
3;3;18;0;59;76;0;0;15;8;3
2;3;14;0;94;67;1;2;30;7;0
3;2;11;0;90;81;1;1;7;10;2
3;2;4;0;89;89;0;1;18;6;0
3;3;14;1;55;65;1;1;0;6;2
3;0;1;0;100;56;1;1;18;4;2
3;0;7;0;100;100;0;0;20;7;1
3;1;14;1;79;95;1;1;28;4;0
2;3;4;1;98;88;1;2;7;9;2
3;2;4;1;93;60;0;2;29;5;2
3;3;6;1;76;52;1;0;30;7;0
3;3;14;0;85;69;1;1;24;6;2
2;1;6;0;67;67;0;1;10;7;3
1;2;2;0;97;56;1;2;24;10;2
3;0;9;0;73;81;1;2;17;7;1
2;2;5;0;76;69;1;2;8;4;0
3;0;9;0;85;57;0;1;13;7;3
3;3;5;1;80;78;1;1;6;8;3
3;0;17;0;74;84;0;0;17;10;0
3;1;20;1;95;62;1;2;19;5;0
3;2;1;0;73;71;1;1;15;10;0
2;3;7;1;51;93;1;0;5;6;3
2;1;15;1;52;57;1;1;22;5;1
3;1;8;0;98;67;1;0;9;9;1
2;3;17;1;95;81;0;2;13;6;0
3;1;18;0;87;86;1;2;4;4;2
1;2;12;0;85;73;1;1;25;9;1
2;3;8;0;84;100;0;1;24;4;3
2;2;17;1;87;81;1;1;17;9;2
1;0;5;1;87;60;1;1;12;8;2
2;2;20;1;76;77;1;2;13;7;2
2;0;5;1;90;96;0;0;15;5;2
3;3;2;1;90;69;1;2;20;4;2
1;1;17;0;76;81;1;1;23;4;1
3;0;12;0;74;60;1;2;7;7;3
3;0;6;1;54;99;1;1;17;6;1
1;3;7;1;59;63;0;2;24;10;1
3;3;10;1;56;93;0;1;4;7;3
3;2;17;1;75;61;1;0;14;7;2
3;1;18;0;96;80;1;1;27;4;2
2;2;8;1;72;98;1;1;4;6;3
2;3;17;0;69;58;1;2;15;10;3
3;0;1;1;98;52;1;0;26;4;3
3;2;15;1;70;76;1;1;4;4;2
1;1;15;0;76;58;0;1;15;10;1
2;3;3;0;85;86;1;1;0;8;2
3;0;3;0;72;100;1;1;6;10;0
3;3;16;0;67;63;1;2;16;4;1
3;1;19;0;68;77;1;0;23;5;0
1;3;13;1;86;94;1;1;14;10;3
3;1;10;0;92;87;1;2;23;5;2
1;0;19;1;75;94;1;1;10;10;0
3;2;13;0;60;80;1;2;4;4;0
3;3;20;1;89;64;1;0;13;10;3
3;0;9;1;83;78;1;2;17;4;2
3;2;1;1;55;77;1;1;13;7;0
1;3;14;1;66;96;1;1;9;7;1
3;3;20;0;92;65;1;1;16;6;1
3;3;5;0;69;74;0;2;8;4;1
3;2;19;0;59;75;1;2;12;4;3
3;3;13;1;100;59;1;2;27;5;0
3;2;3;1;59;56;1;2;1;7;2
3;1;18;0;70;54;0;1;1;8;2
2;0;7;1;91;78;1;0;27;10;0
3;0;13;1;86;77;1;2;3;7;3
3;1;1;0;51;72;1;2;20;10;0
2;1;1;1;77;71;0;0;24;10;2
3;0;16;0;81;76;1;1;24;6;0
3;3;17;1;58;67;1;1;19;5;2
3;2;4;0;81;52;1;1;15;10;2
2;1;5;0;77;66;1;1;12;6;3
1;1;9;0;95;96;1;0;24;10;0
3;1;3;1;93;76;1;2;7;5;0
1;1;2;0;88;90;0;0;27;6;0
1;2;17;0;96;67;0;1;1;7;0
2;0;13;1;95;58;0;1;8;8;0
2;1;0;0;85;76;1;1;8;5;2
2;2;17;1;87;62;0;2;22;7;2
3;3;8;1;54;58;0;2;5;4;1
1;0;2;0;55;87;1;0;9;6;0
1;3;4;0;85;84;1;2;11;4;0
1;2;6;1;94;59;1;1;5;6;3
1;2;4;0;96;87;0;1;27;9;0
1;2;2;0;70;50;1;1;15;6;0
1;0;2;0;64;88;1;0;20;8;3
3;1;15;0;82;56;0;0;5;5;3
3;3;1;0;67;58;0;1;16;7;3
2;3;7;1;61;67;1;2;3;8;2
3;2;4;0;91;69;0;2;22;9;3
3;3;18;1;89;76;1;1;19;5;2
3;0;15;1;86;79;0;2;13;7;3
2;3;4;0;92;91;1;1;11;7;1
3;0;4;1;84;58;0;2;2;6;3
3;2;14;1;61;64;0;1;20;8;3
1;3;6;1;97;68;1;1;20;4;2
1;2;13;0;99;57;1;1;23;7;1
2;3;7;0;79;66;1;1;25;10;0
2;3;20;1;62;95;0;2;30;10;2
3;3;1;0;77;98;1;0;22;7;0
2;3;15;1;52;100;1;1;5;7;0
3;1;10;0;51;78;1;2;6;4;2
3;3;15;1;59;78;1;1;26;7;1
2;3;0;1;55;59;1;2;25;9;2
3;2;15;0;63;83;0;2;29;7;0
2;3;1;1;69;82;1;0;10;4;2
1;2;18;0;83;69;0;0;1;8;1
1;3;4;0;100;86;1;1;1;5;0
3;3;18;0;59;63;0;2;0;6;0
3;2;16;1;58;62;1;2;26;7;0
3;2;7;1;54;100;0;0;23;5;0
3;0;4;1;69;96;0;2;9;5;1
2;2;5;1;92;66;1;0;13;9;2
2;3;18;1;90;88;1;1;27;4;3
2;2;4;1;87;62;0;2;20;5;1
2;2;12;1;98;92;1;1;18;7;3
1;1;4;1;59;78;0;2;12;5;1
2;0;10;1;85;79;1;1;5;4;2
2;0;0;1;91;62;1;0;28;4;3
3;0;9;1;75;97;1;2;7;6;2
3;2;13;1;62;80;1;2;2;4;2
2;0;11;0;98;85;1;1;7;8;1
2;2;18;1;66;69;1;1;1;8;3
3;2;5;1;74;98;0;1;23;6;0
2;1;0;1;68;95;1;0;4;8;2
2;0;0;0;65;93;0;1;12;9;3
3;3;17;1;70;95;1;0;10;6;2
1;0;16;1;63;79;1;0;18;8;0
2;1;20;1;60;88;0;0;21;5;1
3;1;3;0;86;63;1;1;9;5;0
1;1;0;0;61;52;1;2;15;10;0
3;1;11;1;66;99;1;2;17;8;0
1;0;3;1;91;64;1;1;23;9;3
3;3;7;1;92;72;0;0;7;8;1
2;0;3;0;61;72;0;1;2;5;2
2;1;13;1;94;72;1;2;5;7;2
2;3;19;1;79;84;0;0;8;4;0
2;2;11;0;86;97;1;1;5;4;1
3;2;18;0;75;94;1;1;9;8;2
2;1;1;1;69;68;0;2;23;5;2
3;2;18;1;73;66;1;0;0;4;2
3;2;17;1;77;85;1;0;15;10;3
3;1;4;0;91;60;1;0;0;7;2
3;0;19;0;56;80;1;1;27;7;3
3;0;20;1;90;97;1;0;27;7;0
2;0;0;0;100;80;1;0;21;6;0
2;0;4;1;95;82;0;2;11;7;2
1;3;17;0;53;50;1;0;26;5;3
2;1;2;0;52;89;0;1;8;7;0
3;3;11;0;82;73;1;1;10;7;0
3;0;12;1;90;74;1;2;28;6;1
1;1;15;0;73;68;1;1;27;4;3
1;0;15;0;69;62;1;2;21;5;0
2;2;14;0;78;68;1;1;16;9;3
1;2;15;0;94;73;1;0;30;5;0
2;0;17;1;98;50;0;2;5;5;3
2;3;6;1;74;97;1;1;1;4;0
1;0;1;1;53;84;0;1;11;7;3
2;3;13;1;84;74;1;0;9;8;2
2;2;19;1;80;99;1;2;6;5;3
3;0;2;0;79;69;1;2;11;8;2
2;2;13;1;50;85;1;1;18;6;3
2;0;0;1;63;86;1;2;13;4;0
2;0;17;1;57;50;1;0;17;5;0
1;2;2;1;89;98;1;0;4;4;2
3;1;6;0;92;50;1;0;24;8;3
3;1;15;0;83;98;1;1;25;4;2
2;0;13;1;88;95;1;2;0;4;0
2;3;14;1;75;92;1;1;21;5;0
2;0;5;1;75;90;1;0;22;9;3
3;0;0;0;87;97;0;1;22;4;2
3;0;9;1;87;57;1;1;11;6;1
1;2;18;0;87;88;1;1;4;6;2
2;0;20;0;97;63;1;1;28;7;0
2;1;1;1;97;82;1;1;19;4;2
3;0;11;0;69;60;0;1;8;4;0
2;0;10;1;81;100;1;1;13;4;0
3;2;14;0;67;73;1;1;19;8;0
3;0;16;0;58;94;1;1;29;9;0
2;1;1;1;74;67;1;2;14;10;3
3;3;1;1;92;56;1;1;20;4;3
1;0;9;0;82;93;0;2;22;4;1
2;1;19;0;50;60;1;1;16;4;0
3;2;18;1;93;70;0;2;1;9;0
2;0;1;0;90;52;1;0;0;6;0
3;0;11;1;99;50;1;0;2;10;1
3;1;4;1;96;100;1;1;6;5;0
3;2;7;0;81;97;1;2;14;6;1
3;2;13;1;63;77;1;0;25;7;0
2;2;12;0;79;84;1;0;7;8;1
2;1;8;0;89;69;1;1;27;8;1
3;2;11;1;71;77;0;1;21;9;2
3;3;2;1;61;68;1;2;28;10;1
1;1;19;1;93;91;1;1;16;9;0
3;2;8;0;72;60;0;0;18;10;0
3;0;17;1;95;71;1;1;19;10;3
2;0;8;1;99;56;1;1;22;9;0
3;2;6;1;63;57;1;1;23;6;3
1;3;19;1;54;63;1;2;0;7;3
1;3;17;1;74;64;1;1;12;7;1
3;0;0;1;56;79;1;1;8;4;3
3;0;2;1;81;52;1;2;19;6;3
2;0;8;1;91;50;0;1;4;6;2
2;3;11;1;57;57;0;1;8;4;1
2;1;9;0;56;59;1;0;9;4;0
3;3;10;0;85;69;0;1;8;4;3
2;2;10;1;78;89;0;1;16;9;3
2;1;15;1;83;84;1;2;26;10;2
3;2;11;1;65;89;1;2;30;5;2
2;2;4;0;51;94;1;1;0;5;3
3;2;0;1;85;77;0;2;25;9;2
3;3;0;0;73;51;0;2;3;8;0
3;3;1;1;50;76;1;1;24;4;3
2;1;7;0;96;86;1;1;5;10;3
2;3;19;0;85;51;1;1;21;10;2
3;2;15;0;76;58;1;1;23;7;1
2;2;2;1;89;99;1;1;9;5;1
1;2;10;1;100;56;1;1;9;4;1
2;2;5;1;54;62;1;1;16;5;0
3;0;3;0;55;69;1;2;8;8;0
3;3;9;0;56;96;0;0;21;6;3
1;1;16;1;62;51;0;2;8;4;1
3;1;12;0;64;69;1;2;21;6;1
3;3;9;1;86;76;0;2;22;6;2
2;1;13;1;99;84;1;0;28;9;2
2;1;12;1;91;85;0;1;21;7;2
1;1;17;1;79;64;1;2;2;5;2
2;2;9;1;91;56;1;1;19;8;3
3;2;5;0;53;64;1;0;27;5;3
3;1;15;1;52;91;1;1;29;10;1
2;2;7;0;63;90;1;1;5;4;0
1;2;4;0;51;84;1;0;3;8;0
2;0;18;1;54;99;0;2;0;6;1
1;3;20;1;68;69;0;0;1;5;2
1;0;20;1;80;61;1;0;22;10;2
1;3;12;0;98;76;1;1;25;10;3
3;1;1;0;88;63;1;2;25;6;3
1;2;7;1;59;64;1;1;28;6;0
2;3;15;1;74;60;1;2;12;9;2
3;1;14;1;82;65;1;1;2;8;0
2;2;7;1;62;100;1;2;1;9;2
3;3;4;1;60;58;1;0;16;7;0
3;3;5;1;82;73;1;1;9;9;2
1;1;20;1;81;64;1;1;5;8;3
3;2;18;1;87;57;1;0;23;5;0
3;1;14;1;91;55;0;2;29;7;1
3;1;16;0;61;79;1;1;14;8;1
3;1;16;0;51;56;1;1;25;6;2
3;0;3;1;91;94;1;2;15;5;3
3;3;2;1;67;68;1;2;9;4;2
1;3;16;1;88;70;1;2;20;7;0
1;3;3;1;77;77;0;0;4;8;1
3;0;5;0;97;64;0;1;12;6;3
3;1;3;1;100;83;1;1;25;9;0
2;1;12;0;63;91;1;1;8;8;2
3;3;7;1;69;52;1;1;5;10;2
2;3;1;1;72;96;0;2;22;7;0
3;3;4;1;59;69;0;2;27;4;1
3;2;8;0;68;87;0;1;5;5;2
1;2;18;1;75;70;0;1;28;6;0
3;1;10;0;52;54;1;1;17;4;3
3;3;1;1;95;59;1;0;5;9;1
3;3;10;1;71;85;0;2;24;7;1
3;2;10;0;62;67;1;1;7;5;0
1;0;16;1;70;81;1;1;23;5;3
1;1;8;1;98;80;1;2;8;5;2
2;2;12;1;71;79;1;1;25;5;1
3;1;12;0;76;69;1;2;20;5;3
2;0;14;0;66;53;0;0;8;7;3
2;2;6;1;63;73;1;0;28;6;1
1;1;0;0;69;73;1;0;14;10;2
1;2;5;1;84;96;0;1;19;9;0
1;3;7;1;76;87;1;1;19;9;0
1;3;16;0;97;78;0;2;17;7;2
3;3;12;1;82;69;0;2;4;5;1
3;3;18;1;65;69;1;1;12;4;1
3;1;2;0;100;68;0;0;4;5;0
3;0;2;0;76;73;0;0;14;5;1
3;1;9;0;79;99;1;2;24;6;3
1;0;6;1;76;96;1;1;29;8;0
3;0;11;1;92;99;1;2;0;5;2
1;0;15;0;52;66;0;1;27;10;2
2;2;18;0;70;63;0;1;8;10;3
3;0;19;1;74;91;1;0;5;9;1
1;0;6;1;68;81;1;1;7;7;3
2;0;18;0;98;94;1;1;18;8;0
2;0;5;1;85;67;1;0;15;5;2
2;3;6;1;60;64;0;2;3;9;0
3;1;13;0;80;55;1;1;27;4;1
1;1;2;1;59;55;1;1;30;8;1
3;1;16;1;82;99;0;0;25;8;0
1;0;12;1;86;95;0;1;28;8;0
1;0;20;0;51;64;0;2;3;4;1
2;0;15;0;80;89;1;1;3;10;0
1;2;6;1;51;69;0;2;12;7;0
3;0;11;1;81;55;1;2;10;5;0
3;3;2;0;84;74;1;1;10;9;3
3;3;4;1;94;71;1;1;20;4;0
1;0;8;1;93;67;1;1;20;9;1
3;2;4;0;71;91;1;1;27;4;2
3;1;0;0;89;87;1;2;23;4;0
3;0;4;0;50;55;1;1;29;5;1
1;3;19;1;71;54;1;1;16;7;3
3;2;0;0;65;85;1;2;9;10;0
3;3;1;0;88;70;0;1;25;10;3
3;2;12;0;52;88;1;1;26;6;2
3;0;14;0;82;73;1;0;8;7;0
3;1;15;1;71;82;0;0;28;4;1
2;2;16;1;65;65;0;1;28;10;0
3;3;3;1;57;80;0;2;26;7;0
3;2;4;1;93;84;0;1;16;7;3
3;0;0;1;55;90;1;1;23;9;0
2;0;5;0;69;81;1;2;15;6;1
3;0;7;1;63;68;0;1;8;9;1
3;1;17;0;71;74;1;1;20;5;0
2;1;7;0;70;82;0;2;20;5;1
3;0;15;0;72;89;0;1;4;9;0
2;2;18;0;81;78;1;1;16;7;0
1;2;13;0;65;56;1;2;16;4;1
2;3;5;0;81;64;1;0;24;8;2
2;3;5;0;100;88;1;1;28;7;0
2;1;17;1;81;69;1;2;24;10;1
2;1;2;0;53;98;1;0;25;9;0
3;1;15;1;65;68;1;2;30;7;0
2;1;1;1;53;74;0;2;12;5;2
3;2;17;1;90;52;1;1;3;9;1
3;2;0;1;93;75;0;1;26;6;3
3;3;1;1;84;50;1;1;20;10;2
1;1;2;1;59;61;1;2;8;4;0
1;0;3;1;90;63;1;1;9;6;0
3;1;20;1;81;80;1;2;30;7;0
2;3;5;1;81;89;1;0;16;10;2
2;3;19;0;51;89;1;1;16;4;2
2;1;0;0;88;82;1;1;23;8;3
1;1;18;1;57;74;1;2;26;5;1
3;2;17;1;56;82;1;1;23;5;2
3;2;10;0;50;60;1;2;12;7;3
3;2;2;0;85;67;1;0;12;6;0
2;0;14;1;77;98;1;2;11;7;2
1;3;18;1;75;66;0;0;26;8;3
3;1;12;0;61;83;0;2;24;4;0
3;3;14;1;51;74;0;0;4;9;2
2;1;17;0;72;71;0;2;25;8;2
1;3;5;0;97;51;0;1;2;10;3
3;3;3;1;92;87;1;1;16;9;0
2;0;19;0;59;71;1;0;15;4;2
1;0;6;1;61;85;1;0;24;5;1
1;3;15;0;52;65;1;1;28;10;0
3;0;4;1;57;50;0;1;2;7;2
1;1;7;1;63;93;1;2;14;4;2
1;0;11;0;92;82;0;2;25;9;1
3;1;19;1;52;76;1;0;23;9;0
2;3;6;0;62;87;0;2;8;6;1
3;3;14;0;68;51;1;0;3;4;2
3;0;11;1;99;89;1;2;3;8;2
2;3;9;1;63;57;0;0;21;7;1
3;1;7;1;94;59;1;2;2;9;3
3;3;15;1;54;89;1;0;19;6;3
3;3;0;0;53;86;1;2;6;10;1
2;0;8;1;99;89;1;2;1;4;0
3;1;10;0;90;56;0;0;26;9;3
2;0;11;1;57;74;1;2;12;5;2
2;1;7;1;94;70;1;0;2;6;1
3;2;17;1;54;87;1;1;11;9;1
2;3;6;0;96;51;0;1;26;6;1
3;0;5;0;87;50;1;2;9;4;3
2;3;6;1;52;89;1;2;23;8;2
2;3;19;1;50;60;1;2;19;8;3
2;3;12;0;60;73;1;0;23;5;2
2;1;9;1;71;90;0;1;2;10;1
1;0;6;1;75;84;1;1;13;7;3
2;3;14;0;89;66;1;1;6;8;2
1;3;12;0;96;94;1;2;21;5;2
1;3;13;1;96;62;1;2;29;10;1
2;3;8;0;89;50;1;1;12;6;2
2;1;2;0;76;54;1;2;20;5;3
2;3;10;0;66;58;0;0;2;5;3
2;1;16;1;57;55;1;2;4;7;0
2;2;20;0;60;91;0;0;3;10;2
3;3;19;1;53;94;1;0;18;5;0
2;1;14;0;56;89;1;1;29;6;0
2;3;16;1;89;85;1;1;20;4;1
3;1;5;0;72;51;1;1;23;4;3
1;2;6;0;78;98;0;1;20;10;3
3;1;6;1;60;74;1;1;2;4;3
1;2;6;0;71;55;0;1;13;10;3
3;1;6;1;89;62;0;1;21;6;2
3;0;0;1;94;100;0;0;17;10;0
3;0;16;0;54;100;1;1;25;10;0
2;3;18;0;57;75;0;0;26;5;3
1;2;20;0;60;98;1;0;22;5;1
3;1;17;1;51;53;1;2;16;8;3
2;1;11;1;78;74;1;2;24;5;3
3;3;1;1;55;69;1;0;9;7;0
2;0;11;1;69;82;0;2;22;8;3
2;3;9;1;74;52;1;1;22;5;1
1;2;5;1;76;69;0;1;13;9;0
2;1;3;1;57;52;1;2;23;6;0
2;1;1;0;56;81;1;1;23;9;2
3;0;18;1;50;57;1;1;5;5;2
2;2;11;0;68;53;1;2;1;7;0
3;0;0;0;70;60;1;1;21;7;1
1;0;13;0;86;67;0;1;12;5;1
2;3;0;1;57;67;0;1;20;10;1
3;0;9;0;84;64;1;2;8;4;0
3;2;12;1;83;95;1;1;6;9;3
3;2;10;1;98;68;1;0;24;10;2
1;2;7;1;72;60;1;1;14;7;0
